id	long_id	borogh_id	tract_name	income
014000	14000US36081014000	81	Census Tract 140, Queens, NY	67606
014100	14000US36081014100	81	Census Tract 141, Queens, NY	59583
014100	14000US36005014100	05	Census Tract 141, Bronx, NY	30850
014100	14000US36085014100	85	Census Tract 141, Richmond, NY	55163
014100	14000US36047014100	47	Census Tract 141, Kings, NY	98018
014200	14000US36061014200	61	Census Tract 142, New York, NY	221176
014200	14000US36047014200	47	Census Tract 142, Kings, NY	44366
014201	14000US36081014201	81	Census Tract 142.01, Queens, NY	56522
014202	14000US36081014202	81	Census Tract 142.02, Queens, NY	62750
014300	14000US36081014300	81	Census Tract 143, Queens, NY	54886
014300	14000US36047014300	47	Census Tract 143, Kings, NY	63606
014300	14000US36005014300	05	Census Tract 143, Bronx, NY	10114
014300	14000US36061014300	61	Census Tract 143, New York, NY	0
014400	14000US36005014400	05	Census Tract 144, Bronx, NY	21964
014400	14000US36081014400	81	Census Tract 144, Queens, NY	54063
014401	14000US36061014401	61	Census Tract 144.01, New York, NY	110583
014402	14000US36061014402	61	Census Tract 144.02, New York, NY	97412
014500	14000US36005014500	05	Census Tract 145, Bronx, NY	20621
014500	14000US36081014500	81	Census Tract 145, Queens, NY	54211
014500	14000US36061014500	61	Census Tract 145, New York, NY	179722
014500	14000US36047014500	47	Census Tract 145, Kings, NY	64198
014601	14000US36061014601	61	Census Tract 146.01, New York, NY	106264
014602	14000US36061014602	61	Census Tract 146.02, New York, NY	90805
014604	14000US36085014604	85	Census Tract 146.04, Richmond, NY	86283
014605	14000US36085014605	85	Census Tract 146.05, Richmond, NY	79471
014606	14000US36085014606	85	Census Tract 146.06, Richmond, NY	103311
014607	14000US36085014607	85	Census Tract 146.07, Richmond, NY	87992
014608	14000US36085014608	85	Census Tract 146.08, Richmond, NY	90714
014700	14000US36081014700	81	Census Tract 147, Queens, NY	47378
014700	14000US36061014700	61	Census Tract 147, New York, NY	108036
014700	14000US36085014700	85	Census Tract 147, Richmond, NY	93519
014700	14000US36047014700	47	Census Tract 147, Kings, NY	68060
014701	14000US36005014701	05	Census Tract 147.01, Bronx, NY	21106
014702	14000US36005014702	05	Census Tract 147.02, Bronx, NY	17940
014800	14000US36047014800	47	Census Tract 148, Kings, NY	75455
014800	14000US36081014800	81	Census Tract 148, Queens, NY	60000
014801	14000US36061014801	61	Census Tract 148.01, New York, NY	145083
014802	14000US36061014802	61	Census Tract 148.02, New York, NY	107795
014900	14000US36005014900	05	Census Tract 149, Bronx, NY	23491
014900	14000US36061014900	61	Census Tract 149, New York, NY	137794
014900	14000US36047014900	47	Census Tract 149, Kings, NY	111359
014900	14000US36081014900	81	Census Tract 149, Queens, NY	68935
015000	14000US36047015000	47	Census Tract 150, Kings, NY	86250
015000	14000US36081015000	81	Census Tract 150, Queens, NY	76364
015001	14000US36061015001	61	Census Tract 150.01, New York, NY	131484
015002	14000US36061015002	61	Census Tract 150.02, New York, NY	151684
015100	14000US36081015100	81	Census Tract 151, Queens, NY	59167
015100	14000US36047015100	47	Census Tract 151, Kings, NY	118015
015100	14000US36005015100	05	Census Tract 151, Bronx, NY	29031
015100	14000US36085015100	85	Census Tract 151, Richmond, NY	88866
015100	14000US36061015100	61	Census Tract 151, New York, NY	63545
015200	14000US36061015200	61	Census Tract 152, New York, NY	71618
015200	14000US36081015200	81	Census Tract 152, Queens, NY	61389
015200	14000US36047015200	47	Census Tract 152, Kings, NY	65972
015200	14000US36005015200	05	Census Tract 152, Bronx, NY	58125
015300	14000US36061015300	61	Census Tract 153, New York, NY	120037
015300	14000US36081015300	81	Census Tract 153, Queens, NY	54625
015300	14000US36005015300	05	Census Tract 153, Bronx, NY	21521
015300	14000US36047015300	47	Census Tract 153, Kings, NY	124821
015400	14000US36061015400	61	Census Tract 154, New York, NY	81963
015400	14000US36081015400	81	Census Tract 154, Queens, NY	49205
015400	14000US36085015400	85	Census Tract 154, Richmond, NY	0
015400	14000US36047015400	47	Census Tract 154, Kings, NY	0
015500	14000US36081015500	81	Census Tract 155, Queens, NY	65139
015500	14000US36061015500	61	Census Tract 155, New York, NY	111431
015500	14000US36005015500	05	Census Tract 155, Bronx, NY	26698
015500	14000US36047015500	47	Census Tract 155, Kings, NY	105870
015600	14000US36081015600	81	Census Tract 156, Queens, NY	50509
015601	14000US36085015601	85	Census Tract 156.01, Richmond, NY	85443
015601	14000US36061015601	61	Census Tract 156.01, New York, NY	89375
015602	14000US36085015602	85	Census Tract 156.02, Richmond, NY	76755
015602	14000US36061015602	61	Census Tract 156.02, New York, NY	44643
015603	14000US36085015603	85	Census Tract 156.03, Richmond, NY	102399
015700	14000US36005015700	05	Census Tract 157, Bronx, NY	26250
015700	14000US36061015700	61	Census Tract 157, New York, NY	109953
015700	14000US36081015700	81	Census Tract 157, Queens, NY	46000
015700	14000US36047015700	47	Census Tract 157, Kings, NY	116612
015800	14000US36005015800	05	Census Tract 158, Bronx, NY	55556
015801	14000US36081015801	81	Census Tract 158.01, Queens, NY	49347
015801	14000US36061015801	61	Census Tract 158.01, New York, NY	117457
015802	14000US36061015802	61	Census Tract 158.02, New York, NY	96250
015802	14000US36081015802	81	Census Tract 158.02, Queens, NY	62589
015900	14000US36081015900	81	Census Tract 159, Queens, NY	49097
015900	14000US36047015900	47	Census Tract 159, Kings, NY	127747
015900	14000US36061015900	61	Census Tract 159, New York, NY	108539
015900	14000US36005015900	05	Census Tract 159, Bronx, NY	17281
016000	14000US36047016000	47	Census Tract 160, Kings, NY	58809
016000	14000US36005016000	05	Census Tract 160, Bronx, NY	85104
016001	14000US36061016001	61	Census Tract 160.01, New York, NY	171681
016002	14000US36061016002	61	Census Tract 160.02, New York, NY	91048
016100	14000US36081016100	81	Census Tract 161, Queens, NY	52238
016100	14000US36005016100	05	Census Tract 161, Bronx, NY	16889
016100	14000US36061016100	61	Census Tract 161, New York, NY	118250
016100	14000US36047016100	47	Census Tract 161, Kings, NY	104167
016200	14000US36061016200	61	Census Tract 162, New York, NY	25710
016200	14000US36005016200	05	Census Tract 162, Bronx, NY	67778
016200	14000US36047016200	47	Census Tract 162, Kings, NY	70313
016300	14000US36047016300	47	Census Tract 163, Kings, NY	82009
016300	14000US36005016300	05	Census Tract 163, Bronx, NY	0
016300	14000US36061016300	61	Census Tract 163, New York, NY	103250
016300	14000US36081016300	81	Census Tract 163, Queens, NY	28786
016400	14000US36047016400	47	Census Tract 164, Kings, NY	55192
016400	14000US36061016400	61	Census Tract 164, New York, NY	34267
016400	14000US36081016400	81	Census Tract 164, Queens, NY	63269
016400	14000US36005016400	05	Census Tract 164, Bronx, NY	77344
016500	14000US36061016500	61	Census Tract 165, New York, NY	123834
016500	14000US36047016500	47	Census Tract 165, Kings, NY	105694
016500	14000US36005016500	05	Census Tract 165, Bronx, NY	25164
016600	14000US36005016600	05	Census Tract 166, Bronx, NY	70081
016600	14000US36047016600	47	Census Tract 166, Kings, NY	66806
016600	14000US36081016600	81	Census Tract 166, Queens, NY	51250
016600	14000US36061016600	61	Census Tract 166, New York, NY	35706
016700	14000US36047016700	47	Census Tract 167, Kings, NY	100928
016700	14000US36005016700	05	Census Tract 167, Bronx, NY	32386
016700	14000US36061016700	61	Census Tract 167, New York, NY	116111
016800	14000US36061016800	61	Census Tract 168, New York, NY	26600
016800	14000US36081016800	81	Census Tract 168, Queens, NY	65446
016800	14000US36047016800	47	Census Tract 168, Kings, NY	75125
016900	14000US36047016900	47	Census Tract 169, Kings, NY	63788
016900	14000US36061016900	61	Census Tract 169, New York, NY	96528
016900	14000US36005016900	05	Census Tract 169, Bronx, NY	33899
016900	14000US36081016900	81	Census Tract 169, Queens, NY	59594
016901	14000US36085016901	85	Census Tract 169.01, Richmond, NY	65956
017000	14000US36081017000	81	Census Tract 170, Queens, NY	47643
017000	14000US36047017000	47	Census Tract 170, Kings, NY	58375
017000	14000US36061017000	61	Census Tract 170, New York, NY	34528
017005	14000US36085017005	85	Census Tract 170.05, Richmond, NY	82950
017007	14000US36085017007	85	Census Tract 170.07, Richmond, NY	82240
017008	14000US36085017008	85	Census Tract 170.08, Richmond, NY	92218
017009	14000US36085017009	85	Census Tract 170.09, Richmond, NY	78269
017010	14000US36085017010	85	Census Tract 170.10, Richmond, NY	95287
017011	14000US36085017011	85	Census Tract 170.11, Richmond, NY	73425
017012	14000US36085017012	85	Census Tract 170.12, Richmond, NY	67917
017100	14000US36081017100	81	Census Tract 171, Queens, NY	0
017100	14000US36047017100	47	Census Tract 171, Kings, NY	101538
017100	14000US36061017100	61	Census Tract 171, New York, NY	117398
017100	14000US36005017100	05	Census Tract 171, Bronx, NY	0
017200	14000US36081017200	81	Census Tract 172, Queens, NY	70208
017200	14000US36047017200	47	Census Tract 172, Kings, NY	87669
017200	14000US36061017200	61	Census Tract 172, New York, NY	35197
017300	14000US36005017300	05	Census Tract 173, Bronx, NY	22699
017300	14000US36061017300	61	Census Tract 173, New York, NY	108173
017300	14000US36085017300	85	Census Tract 173, Richmond, NY	37766
017400	14000US36081017400	81	Census Tract 174, Queens, NY	63523
017400	14000US36047017400	47	Census Tract 174, Kings, NY	72717
017401	14000US36061017401	61	Census Tract 174.01, New York, NY	23916
017402	14000US36061017402	61	Census Tract 174.02, New York, NY	44766
017500	14000US36005017500	05	Census Tract 175, Bronx, NY	17825
017500	14000US36061017500	61	Census Tract 175, New York, NY	126901
017500	14000US36047017500	47	Census Tract 175, Kings, NY	0
017600	14000US36085017600	85	Census Tract 176, Richmond, NY	99444
017600	14000US36047017600	47	Census Tract 176, Kings, NY	47031
017600	14000US36081017600	81	Census Tract 176, Queens, NY	51429
017700	14000US36085017700	85	Census Tract 177, Richmond, NY	100227
017700	14000US36061017700	61	Census Tract 177, New York, NY	57477
017700	14000US36047017700	47	Census Tract 177, Kings, NY	0
017701	14000US36005017701	05	Census Tract 177.01, Bronx, NY	26224
017702	14000US36005017702	05	Census Tract 177.02, Bronx, NY	20554
017800	14000US36081017800	81	Census Tract 178, Queens, NY	44128
017800	14000US36061017800	61	Census Tract 178, New York, NY	27079
017800	14000US36047017800	47	Census Tract 178, Kings, NY	52639
017900	14000US36061017900	61	Census Tract 179, New York, NY	88287
017900	14000US36047017900	47	Census Tract 179, Kings, NY	57019
017900	14000US36081017900	81	Census Tract 179, Queens, NY	42895
017901	14000US36005017901	05	Census Tract 179.01, Bronx, NY	20647
017902	14000US36005017902	05	Census Tract 179.02, Bronx, NY	27088
018000	14000US36061018000	61	Census Tract 180, New York, NY	24577
018000	14000US36047018000	47	Census Tract 180, Kings, NY	38711
018000	14000US36081018000	81	Census Tract 180, Queens, NY	50682
018100	14000US36085018100	85	Census Tract 181, Richmond, NY	99583
018100	14000US36061018100	61	Census Tract 181, New York, NY	67742
018100	14000US36047018100	47	Census Tract 181, Kings, NY	79771
018101	14000US36005018101	05	Census Tract 181.01, Bronx, NY	26694
018101	14000US36081018101	81	Census Tract 181.01, Queens, NY	39664
018102	14000US36081018102	81	Census Tract 181.02, Queens, NY	52679
018102	14000US36005018102	05	Census Tract 181.02, Bronx, NY	38561
018200	14000US36081018200	81	Census Tract 182, Queens, NY	57105
018200	14000US36047018200	47	Census Tract 182, Kings, NY	38984
018200	14000US36061018200	61	Census Tract 182, New York, NY	23446
018300	14000US36081018300	81	Census Tract 183, Queens, NY	60135
018300	14000US36047018300	47	Census Tract 183, Kings, NY	105271
018300	14000US36061018300	61	Census Tract 183, New York, NY	88897
018301	14000US36005018301	05	Census Tract 183.01, Bronx, NY	34500
018302	14000US36005018302	05	Census Tract 183.02, Bronx, NY	47167
018400	14000US36047018400	47	Census Tract 184, Kings, NY	52550
018400	14000US36005018400	05	Census Tract 184, Bronx, NY	76477
018400	14000US36061018400	61	Census Tract 184, New York, NY	25380
018401	14000US36081018401	81	Census Tract 184.01, Queens, NY	59500
018402	14000US36081018402	81	Census Tract 184.02, Queens, NY	65000
018500	14000US36005018500	05	Census Tract 185, Bronx, NY	23034
018500	14000US36061018500	61	Census Tract 185, New York, NY	94297
018501	14000US36047018501	47	Census Tract 185.01, Kings, NY	21303
018501	14000US36081018501	81	Census Tract 185.01, Queens, NY	54007
018502	14000US36081018502	81	Census Tract 185.02, Queens, NY	62230
018600	14000US36047018600	47	Census Tract 186, Kings, NY	63125
018600	14000US36081018600	81	Census Tract 186, Queens, NY	62417
018600	14000US36061018600	61	Census Tract 186, New York, NY	20963
018700	14000US36061018700	61	Census Tract 187, New York, NY	97083
018700	14000US36081018700	81	Census Tract 187, Queens, NY	65625
018700	14000US36047018700	47	Census Tract 187, Kings, NY	106875
018701	14000US36085018701	85	Census Tract 187.01, Richmond, NY	81480
018702	14000US36085018702	85	Census Tract 187.02, Richmond, NY	74263
018800	14000US36081018800	81	Census Tract 188, Queens, NY	75972
018800	14000US36061018800	61	Census Tract 188, New York, NY	29648
018800	14000US36047018800	47	Census Tract 188, Kings, NY	56354
018900	14000US36081018900	81	Census Tract 189, Queens, NY	53640
018900	14000US36005018900	05	Census Tract 189, Bronx, NY	22875
018900	14000US36061018900	61	Census Tract 189, New York, NY	30417
018901	14000US36085018901	85	Census Tract 189.01, Richmond, NY	71528
018902	14000US36085018902	85	Census Tract 189.02, Richmond, NY	76414
019000	14000US36047019000	47	Census Tract 190, Kings, NY	39479
019000	14000US36061019000	61	Census Tract 190, New York, NY	57275
019000	14000US36081019000	81	Census Tract 190, Queens, NY	65833
019100	14000US36061019100	61	Census Tract 191, New York, NY	90711
019100	14000US36047019100	47	Census Tract 191, Kings, NY	68558
019200	14000US36061019200	61	Census Tract 192, New York, NY	16417
019200	14000US36081019200	81	Census Tract 192, Queens, NY	50966
019200	14000US36047019200	47	Census Tract 192, Kings, NY	34263
019300	14000US36047019300	47	Census Tract 193, Kings, NY	48542
019300	14000US36061019300	61	Census Tract 193, New York, NY	33885
019300	14000US36005019300	05	Census Tract 193, Bronx, NY	20297
019400	14000US36061019400	61	Census Tract 194, New York, NY	16051
019400	14000US36081019400	81	Census Tract 194, Queens, NY	63445
019400	14000US36047019400	47	Census Tract 194, Kings, NY	38542
019400	14000US36005019400	05	Census Tract 194, Bronx, NY	51309
019500	14000US36061019500	61	Census Tract 195, New York, NY	91504
019500	14000US36005019500	05	Census Tract 195, Bronx, NY	32051
019500	14000US36047019500	47	Census Tract 195, Kings, NY	67468
019600	14000US36061019600	61	Census Tract 196, New York, NY	16971
019600	14000US36047019600	47	Census Tract 196, Kings, NY	39127
019600	14000US36081019600	81	Census Tract 196, Queens, NY	55481
019700	14000US36005019700	05	Census Tract 197, Bronx, NY	27898
019700	14000US36085019700	85	Census Tract 197, Richmond, NY	100250
019700	14000US36047019700	47	Census Tract 197, Kings, NY	77803
019701	14000US36061019701	61	Census Tract 197.01, New York, NY	84500
019702	14000US36061019702	61	Census Tract 197.02, New York, NY	60439
019800	14000US36047019800	47	Census Tract 198, Kings, NY	53472
019800	14000US36085019800	85	Census Tract 198, Richmond, NY	89335
019800	14000US36081019800	81	Census Tract 198, Queens, NY	34500
019800	14000US36061019800	61	Census Tract 198, New York, NY	76026
019900	14000US36061019900	61	Census Tract 199, New York, NY	64931
019900	14000US36005019900	05	Census Tract 199, Bronx, NY	26187
019900	14000US36081019900	81	Census Tract 199, Queens, NY	64917
019900	14000US36047019900	47	Census Tract 199, Kings, NY	63295
020000	14000US36061020000	61	Census Tract 200, New York, NY	66837
020000	14000US36005020000	05	Census Tract 200, Bronx, NY	34955
020000	14000US36047020000	47	Census Tract 200, Kings, NY	66528
020100	14000US36085020100	85	Census Tract 201, Richmond, NY	82625
020100	14000US36047020100	47	Census Tract 201, Kings, NY	76409
020100	14000US36005020100	05	Census Tract 201, Bronx, NY	30848
020101	14000US36061020101	61	Census Tract 201.01, New York, NY	72212
020102	14000US36061020102	61	Census Tract 201.02, New York, NY	44810
020200	14000US36081020200	81	Census Tract 202, Queens, NY	57163
020200	14000US36005020200	05	Census Tract 202, Bronx, NY	39259
020200	14000US36047020200	47	Census Tract 202, Kings, NY	70069
020300	14000US36047020300	47	Census Tract 203, Kings, NY	109000
020300	14000US36061020300	61	Census Tract 203, New York, NY	26830
020400	14000US36081020400	81	Census Tract 204, Queens, NY	40859
020400	14000US36005020400	05	Census Tract 204, Bronx, NY	50815
020400	14000US36047020400	47	Census Tract 204, Kings, NY	69148
020500	14000US36061020500	61	Census Tract 205, New York, NY	112250
020500	14000US36047020500	47	Census Tract 205, Kings, NY	75833
020500	14000US36081020500	81	Census Tract 205, Queens, NY	47500
020501	14000US36005020501	05	Census Tract 205.01, Bronx, NY	26316
020502	14000US36005020502	05	Census Tract 205.02, Bronx, NY	25000
020600	14000US36081020600	81	Census Tract 206, Queens, NY	54766
020600	14000US36061020600	61	Census Tract 206, New York, NY	33139
020600	14000US36047020600	47	Census Tract 206, Kings, NY	82440
020601	14000US36005020601	05	Census Tract 206.01, Bronx, NY	53125
020700	14000US36047020700	47	Census Tract 207, Kings, NY	98558
020700	14000US36085020700	85	Census Tract 207, Richmond, NY	38060
020701	14000US36061020701	61	Census Tract 207.01, New York, NY	50125
020800	14000US36047020800	47	Census Tract 208, Kings, NY	56467
020800	14000US36061020800	61	Census Tract 208, New York, NY	34475
020800	14000US36081020800	81	Census Tract 208, Queens, NY	57891
020801	14000US36085020801	85	Census Tract 208.01, Richmond, NY	72155
020803	14000US36085020803	85	Census Tract 208.03, Richmond, NY	89800
020804	14000US36085020804	85	Census Tract 208.04, Richmond, NY	93036
020900	14000US36005020900	05	Census Tract 209, Bronx, NY	29508
020901	14000US36061020901	61	Census Tract 209.01, New York, NY	24054
021000	14000US36061021000	61	Census Tract 210, New York, NY	32069
021000	14000US36047021000	47	Census Tract 210, Kings, NY	55547
021001	14000US36005021001	05	Census Tract 210.01, Bronx, NY	48010
021002	14000US36005021002	05	Census Tract 210.02, Bronx, NY	47353
021100	14000US36005021100	05	Census Tract 211, Bronx, NY	24066
021100	14000US36061021100	61	Census Tract 211, New York, NY	56053
021100	14000US36047021100	47	Census Tract 211, Kings, NY	49338
021200	14000US36005021200	05	Census Tract 212, Bronx, NY	54293
021200	14000US36061021200	61	Census Tract 212, New York, NY	51362
021200	14000US36081021200	81	Census Tract 212, Queens, NY	34427
021200	14000US36047021200	47	Census Tract 212, Kings, NY	35947
021300	14000US36047021300	47	Census Tract 213, Kings, NY	42022
021300	14000US36085021300	85	Census Tract 213, Richmond, NY	52607
021301	14000US36005021301	05	Census Tract 213.01, Bronx, NY	22734
021302	14000US36005021302	05	Census Tract 213.02, Bronx, NY	26152
021303	14000US36061021303	61	Census Tract 213.03, New York, NY	34336
021400	14000US36081021400	81	Census Tract 214, Queens, NY	49599
021400	14000US36061021400	61	Census Tract 214, New York, NY	37519
021400	14000US36047021400	47	Census Tract 214, Kings, NY	47679
021500	14000US36047021500	47	Census Tract 215, Kings, NY	55969
021500	14000US36061021500	61	Census Tract 215, New York, NY	32326
021501	14000US36005021501	05	Census Tract 215.01, Bronx, NY	30864
021502	14000US36005021502	05	Census Tract 215.02, Bronx, NY	19421
021600	14000US36081021600	81	Census Tract 216, Queens, NY	62903
021600	14000US36047021600	47	Census Tract 216, Kings, NY	34688
021600	14000US36061021600	61	Census Tract 216, New York, NY	43454
021601	14000US36005021601	05	Census Tract 216.01, Bronx, NY	22818
021602	14000US36005021602	05	Census Tract 216.02, Bronx, NY	44420
021700	14000US36047021700	47	Census Tract 217, Kings, NY	50469
021700	14000US36005021700	05	Census Tract 217, Bronx, NY	20747
021703	14000US36061021703	61	Census Tract 217.03, New York, NY	0
021800	14000US36047021800	47	Census Tract 218, Kings, NY	33344
021800	14000US36061021800	61	Census Tract 218, New York, NY	51217
021800	14000US36005021800	05	Census Tract 218, Bronx, NY	33302
021900	14000US36047021900	47	Census Tract 219, Kings, NY	38372
021900	14000US36061021900	61	Census Tract 219, New York, NY	16818
021900	14000US36005021900	05	Census Tract 219, Bronx, NY	30952
021900	14000US36081021900	81	Census Tract 219, Queens, NY	0
022000	14000US36061022000	61	Census Tract 220, New York, NY	33710
022000	14000US36047022000	47	Census Tract 220, Kings, NY	30236
022000	14000US36005022000	05	Census Tract 220, Bronx, NY	13350
022001	14000US36081022001	81	Census Tract 220.01, Queens, NY	60213
022002	14000US36081022002	81	Census Tract 220.02, Queens, NY	60077
022100	14000US36047022100	47	Census Tract 221, Kings, NY	48523
022101	14000US36005022101	05	Census Tract 221.01, Bronx, NY	27058
022102	14000US36005022102	05	Census Tract 221.02, Bronx, NY	18241
022102	14000US36061022102	61	Census Tract 221.02, New York, NY	41563
022200	14000US36061022200	61	Census Tract 222, New York, NY	37317
022200	14000US36005022200	05	Census Tract 222, Bronx, NY	45000
022200	14000US36047022200	47	Census Tract 222, Kings, NY	29949
022300	14000US36005022300	05	Census Tract 223, Bronx, NY	31604
022300	14000US36085022300	85	Census Tract 223, Richmond, NY	71250
022301	14000US36061022301	61	Census Tract 223.01, New York, NY	31122
022302	14000US36061022302	61	Census Tract 223.02, New York, NY	23208
022400	14000US36061022400	61	Census Tract 224, New York, NY	25409
022400	14000US36047022400	47	Census Tract 224, Kings, NY	38442
022401	14000US36005022401	05	Census Tract 224.01, Bronx, NY	40184
022403	14000US36005022403	05	Census Tract 224.03, Bronx, NY	34818
022404	14000US36005022404	05	Census Tract 224.04, Bronx, NY	41458
022500	14000US36005022500	05	Census Tract 225, Bronx, NY	32043
022500	14000US36061022500	61	Census Tract 225, New York, NY	45429
022600	14000US36085022600	85	Census Tract 226, Richmond, NY	85352
022600	14000US36047022600	47	Census Tract 226, Kings, NY	44452
022600	14000US36061022600	61	Census Tract 226, New York, NY	35967
022700	14000US36047022700	47	Census Tract 227, Kings, NY	47083
022700	14000US36061022700	61	Census Tract 227, New York, NY	45375
022701	14000US36005022701	05	Census Tract 227.01, Bronx, NY	32079
022702	14000US36005022702	05	Census Tract 227.02, Bronx, NY	42955
022703	14000US36005022703	05	Census Tract 227.03, Bronx, NY	42500
022800	14000US36047022800	47	Census Tract 228, Kings, NY	35221
022800	14000US36061022800	61	Census Tract 228, New York, NY	39167
022800	14000US36085022800	85	Census Tract 228, Richmond, NY	250001
022800	14000US36005022800	05	Census Tract 228, Bronx, NY	45000
022900	14000US36081022900	81	Census Tract 229, Queens, NY	0
022900	14000US36047022900	47	Census Tract 229, Kings, NY	62000
022900	14000US36061022900	61	Census Tract 229, New York, NY	33060
022901	14000US36005022901	05	Census Tract 229.01, Bronx, NY	23494
022902	14000US36005022902	05	Census Tract 229.02, Bronx, NY	24750
023000	14000US36047023000	47	Census Tract 230, Kings, NY	26611
023000	14000US36005023000	05	Census Tract 230, Bronx, NY	51411
023000	14000US36061023000	61	Census Tract 230, New York, NY	34522
023000	14000US36081023000	81	Census Tract 230, Queens, NY	100417
023100	14000US36085023100	85	Census Tract 231, Richmond, NY	61827
023100	14000US36061023100	61	Census Tract 231, New York, NY	39892
023100	14000US36047023100	47	Census Tract 231, Kings, NY	75248
023100	14000US36005023100	05	Census Tract 231, Bronx, NY	28987
023200	14000US36081023200	81	Census Tract 232, Queens, NY	63750
023200	14000US36005023200	05	Census Tract 232, Bronx, NY	48125
023200	14000US36061023200	61	Census Tract 232, New York, NY	27439
023200	14000US36047023200	47	Census Tract 232, Kings, NY	26633
023300	14000US36061023300	61	Census Tract 233, New York, NY	36465
023300	14000US36047023300	47	Census Tract 233, Kings, NY	37917
023301	14000US36005023301	05	Census Tract 233.01, Bronx, NY	27691
023302	14000US36005023302	05	Census Tract 233.02, Bronx, NY	18569
023400	14000US36047023400	47	Census Tract 234, Kings, NY	28618
023400	14000US36061023400	61	Census Tract 234, New York, NY	32210
023500	14000US36047023500	47	Census Tract 235, Kings, NY	48388
023500	14000US36081023500	81	Census Tract 235, Queens, NY	46600
023501	14000US36005023501	05	Census Tract 235.01, Bronx, NY	33869
023501	14000US36061023501	61	Census Tract 235.01, New York, NY	39913
023502	14000US36005023502	05	Census Tract 235.02, Bronx, NY	23209
023502	14000US36061023502	61	Census Tract 235.02, New York, NY	30288
023600	14000US36081023600	81	Census Tract 236, Queens, NY	41250
023600	14000US36047023600	47	Census Tract 236, Kings, NY	24548
023600	14000US36005023600	05	Census Tract 236, Bronx, NY	39306
023600	14000US36061023600	61	Census Tract 236, New York, NY	37647
023700	14000US36061023700	61	Census Tract 237, New York, NY	36489
023702	14000US36005023702	05	Census Tract 237.02, Bronx, NY	14231
023703	14000US36005023703	05	Census Tract 237.03, Bronx, NY	28641
023704	14000US36005023704	05	Census Tract 237.04, Bronx, NY	19076
023800	14000US36081023800	81	Census Tract 238, Queens, NY	37313
023800	14000US36047023800	47	Census Tract 238, Kings, NY	26462
023800	14000US36005023800	05	Census Tract 238, Bronx, NY	56283
023801	14000US36061023801	61	Census Tract 238.01, New York, NY	76594
023802	14000US36061023802	61	Census Tract 238.02, New York, NY	120682
023900	14000US36005023900	05	Census Tract 239, Bronx, NY	21464
023900	14000US36061023900	61	Census Tract 239, New York, NY	35238
023900	14000US36085023900	85	Census Tract 239, Richmond, NY	54886
024000	14000US36081024000	81	Census Tract 240, Queens, NY	36453
024000	14000US36061024000	61	Census Tract 240, New York, NY	0
024000	14000US36005024000	05	Census Tract 240, Bronx, NY	34544
024000	14000US36047024000	47	Census Tract 240, Kings, NY	28235
024100	14000US36047024100	47	Census Tract 241, Kings, NY	49091
024100	14000US36005024100	05	Census Tract 241, Bronx, NY	20659
024100	14000US36061024100	61	Census Tract 241, New York, NY	42038
024200	14000US36061024200	61	Census Tract 242, New York, NY	18931
024200	14000US36047024200	47	Census Tract 242, Kings, NY	39583
024300	14000US36081024300	81	Census Tract 243, Queens, NY	60798
024300	14000US36005024300	05	Census Tract 243, Bronx, NY	21328
024300	14000US36047024300	47	Census Tract 243, Kings, NY	46449
024301	14000US36061024301	61	Census Tract 243.01, New York, NY	32394
024302	14000US36061024302	61	Census Tract 243.02, New York, NY	19955
024400	14000US36005024400	05	Census Tract 244, Bronx, NY	67471
024400	14000US36047024400	47	Census Tract 244, Kings, NY	34732
024401	14000US36085024401	85	Census Tract 244.01, Richmond, NY	94038
024402	14000US36085024402	85	Census Tract 244.02, Richmond, NY	79500
024500	14000US36061024500	61	Census Tract 245, New York, NY	32789
024500	14000US36047024500	47	Census Tract 245, Kings, NY	48974
024500	14000US36081024500	81	Census Tract 245, Queens, NY	51615
024501	14000US36005024501	05	Census Tract 245.01, Bronx, NY	25922
024502	14000US36005024502	05	Census Tract 245.02, Bronx, NY	26014
024600	14000US36005024600	05	Census Tract 246, Bronx, NY	69013
024600	14000US36047024600	47	Census Tract 246, Kings, NY	49219
024600	14000US36081024600	81	Census Tract 246, Queens, NY	0
024700	14000US36005024700	05	Census Tract 247, Bronx, NY	39919
024700	14000US36081024700	81	Census Tract 247, Queens, NY	50189
024700	14000US36085024700	85	Census Tract 247, Richmond, NY	65694
024700	14000US36047024700	47	Census Tract 247, Kings, NY	44732
024700	14000US36061024700	61	Census Tract 247, New York, NY	30943
024800	14000US36085024800	85	Census Tract 248, Richmond, NY	81346
024800	14000US36047024800	47	Census Tract 248, Kings, NY	46591
024800	14000US36005024800	05	Census Tract 248, Bronx, NY	66918
024900	14000US36061024900	61	Census Tract 249, New York, NY	35625
024900	14000US36005024900	05	Census Tract 249, Bronx, NY	0
024900	14000US36081024900	81	Census Tract 249, Queens, NY	59383
024900	14000US36047024900	47	Census Tract 249, Kings, NY	50592
025000	14000US36005025000	05	Census Tract 250, Bronx, NY	52134
025000	14000US36047025000	47	Census Tract 250, Kings, NY	43239
025100	14000US36085025100	85	Census Tract 251, Richmond, NY	89107
025100	14000US36081025100	81	Census Tract 251, Queens, NY	45452
025100	14000US36005025100	05	Census Tract 251, Bronx, NY	31541
025100	14000US36047025100	47	Census Tract 251, Kings, NY	34191
025100	14000US36061025100	61	Census Tract 251, New York, NY	34773
